Fecha,Hora,Divisa,Importancia,Evento,Actual,Prevision,Anterior
30 de julio de 2021",13:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Jun),"0,4%","0,6%","0,5%"
30 de julio de 2021",13:30,  CAD,,PIB (Mensual) (May),"-0,3%","-0,3%","-0,5%"
31 de julio de 2021",02:00,  CNY,,PMI manufacturero (Jul),"50,4","50,8","50,9"
31 de julio de 2021",02:45,  CNY,,PMI manufacturero de Caixin (Jul),"50,3","51,0","51,3"
31 de julio de 2021",08:55,  EUR,,PMI manufacturero de Alemania (Jul),"65,9","65,6","65,1"
31 de julio de 2021",09:30,  GBP,,PMI manufacturero (Jul),"60,4","60,4","63,9"
31 de julio de 2021",15:00,  USD,,PMI manufacturero del ISM (Jul),"59,5","60,9","60,6"
2 de agosto de 2021",05:30,  AUD,,Decisión de tipos de interés (Ago),"0,10%","0,10%","0,10%"
2 de agosto de 2021",05:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
2 de agosto de 2021",23:45,  NZD,,Evolución del empleo (Trimestral) (2T),"1,0%","0,7%","0,6%"
3 de agosto de 2021",02:30,  AUD,,Ventas minoristas (Mensual) (Jun),"-1,8%","-1,8%","-1,8%"
3 de agosto de 2021",09:30,  GBP,,PMI compuesto (Jul),"59,2","57,7","62,2"
3 de agosto de 2021",09:30,  GBP,,PMI de servicios (Jul),"59,6","57,8","62,4"
3 de agosto de 2021",13:15,  USD,,Cambio del empleo no agrícola ADP (Jul),330K,695K,680K
3 de agosto de 2021",15:00,  USD,,PMI no manufacturero del ISM (Jul),"64,1","60,5","60,1"
3 de agosto de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"3,626M","-3,102M","-4,089M"
4 de agosto de 2021",09:30,  GBP,,PMI del sector de la construcción (Jul),"58,7","64,0","66,3"
4 de agosto de 2021",12:00,  GBP,,Informe del Banco de Inglaterra sobre inflación  , , , 
4 de agosto de 2021",12:00,  GBP,,Decisión de tipos de interés (Ago),"0,10%","0,10%","0,10%"
4 de agosto de 2021",12:00,  GBP,,Actas de la reunión de política monetaria del Banco de Inglaterra  , , , 
4 de agosto de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,385K,384K,399K
4 de agosto de 2021",14:15,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
5 de agosto de 2021",05:30,  INR,,Decisión de tipos de interés,"4,00%","4,00%","4,00%"
5 de agosto de 2021",13:30,  USD,,Nóminas no agrícolas (Jul),943K,870K,938K
5 de agosto de 2021",13:30,  USD,,Tasa de desempleo (Jul),"5,4%","5,7%","5,9%"
5 de agosto de 2021",13:30,  CAD,,Cambio del empleo (Jul),"94,0K","177,5K","230,7K"
5 de agosto de 2021",15:00,  CAD,,PMI de Ivey (Jul),"56,4", ,"71,9"
5 de agosto de 2021",15:00,  USD,,Encuesta JOLTs de ofertas de empleo (Jun),"10,073M","9,281M","9,483M"
6 de agosto de 2021",10:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Ago),"40,4","56,7","63,3"
6 de agosto de 2021",12:00,  BRL,,Actas de la reunión del CMP del Banco Central de Brasil  , , , 
6 de agosto de 2021",17:00,  USD,,Previsión energética a corto plazo de la EIA  , , , 
9 de agosto de 2021",07:00,  EUR,,IPC de Alemania (Anual) (Jul),"3,8%","3,8%","2,3%"
9 de agosto de 2021",13:30,  USD,,IPC subyacente (Mensual) (Jul),"0,3%","0,4%","0,9%"
9 de agosto de 2021",13:30,  USD,,IPC (Mensual) (Jul),"0,5%","0,5%","0,9%"
9 de agosto de 2021",13:30,  USD,,IPC (Anual) (Jul),"5,4%","5,3%","5,4%"
9 de agosto de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-0,447M","-1,271M","3,626M"
10 de agosto de 2021",07:00,  GBP,,PIB (Anual) (2T)  ,"22,2%","22,1%","-6,1%"
10 de agosto de 2021",07:00,  GBP,,PIB (Trimestral) (2T)  ,"4,8%","4,8%","-1,6%"
10 de agosto de 2021",07:00,  GBP,,Producción manufacturera (Mensual) (Jun),"0,2%","0,4%","0,1%"
10 de agosto de 2021",07:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"4,8%","4,8%","3,6%"
10 de agosto de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,375K,375K,387K
10 de agosto de 2021",13:30,  USD,,IPP (Mensual) (Jul),"1,0%","0,6%","1,0%"
11 de agosto de 2021",00:50,  JPY,,PIB (Trimestral) (2T)  ,"0,3%","0,2%","-1,0%"
11 de agosto de 2021",03:00,  CNY,,Índice de Producción Industrial (Anual) (Jul),"6,4%","7,8%","8,3%"
12 de agosto de 2021",02:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
12 de agosto de 2021",07:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Jun)","8,8%","8,6%","7,4%"
12 de agosto de 2021",07:00,  GBP,,Evolución del desempleo (Jul),"-7,8K", ,"-114,8K"
12 de agosto de 2021",13:30,  USD,,Ventas minoristas subyacentes (Mensual) (Jul),"-0,4%","0,1%","1,6%"
12 de agosto de 2021",13:30,  USD,,Ventas minoristas (Mensual) (Jul),"-1,1%","-0,3%","0,7%"
12 de agosto de 2021",18:30,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
16 de agosto de 2021",03:00,  NZD,,Decisión de tipos de interés,"0,25%","0,50%","0,25%"
16 de agosto de 2021",03:00,  NZD,,Anuncio de tipos de interés del Banco de la Reserva de Nueva Zelanda  , , , 
16 de agosto de 2021",04:00,  NZD,,Rueda de prensa del RBNZ  , , , 
16 de agosto de 2021",07:00,  GBP,,IPC (Anual) (Jul),"2,0%","2,3%","2,5%"
16 de agosto de 2021",10:00,  EUR,,IPC en la zona euro (Anual) (Jul),"2,2%","2,2%","1,9%"
16 de agosto de 2021",13:30,  USD,,Permisos de construcción (Jul),"1,635M","1,610M","1,594M"
16 de agosto de 2021",13:30,  CAD,,IPC subyacente (Mensual) (Jul),"0,6%", ,"0,3%"
16 de agosto de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-3,234M","-1,055M","-0,447M"
16 de agosto de 2021",19:00,  USD,,Actas de la reunión del FOMC  , , , 
17 de agosto de 2021",02:30,  AUD,,Cambio del empleo (Jul),"2,2K","-46,2K","29,1K"
17 de agosto de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,348K,363K,377K
17 de agosto de 2021",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Ago),"19,4","23,0","21,9"
18 de agosto de 2021",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,85%", ,"3,85%"
18 de agosto de 2021",07:00,  GBP,,Ventas minoristas (Mensual) (Jul),"-2,5%","0,4%","0,2%"
18 de agosto de 2021",13:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Jun),"4,7%","4,6%","-2,0%"
19 de agosto de 2021",08:30,  EUR,,PMI manufacturero de Alemania (Ago)  ,"62,7","65,0","65,9"
19 de agosto de 2021",09:30,  GBP,,PMI compuesto (Ago)  ,"55,3", ,"59,2"
19 de agosto de 2021",09:30,  GBP,,PMI manufacturero (Ago)  ,"60,1", ,"60,4"
19 de agosto de 2021",09:30,  GBP,,PMI de servicios (Ago)  ,"55,5", ,"59,6"
19 de agosto de 2021",15:00,  USD,,Ventas de viviendas de segunda mano (Jul),"5,99M","5,83M","5,87M"
20 de agosto de 2021",07:00,  EUR,,PIB de Alemania (Trimestral) (2T),"1,6%","1,5%","-1,8%"
20 de agosto de 2021",15:00,  USD,,Ventas de viviendas nuevas (Jul),708K,700K,701K
23 de agosto de 2021",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Ago),"99,4","100,4","100,7"
23 de agosto de 2021",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Jul),"0,7%","0,5%","0,6%"
23 de agosto de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-2,979M","-2,683M","-3,234M"
25 de agosto de 2021",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Ago),"99,4","100,4","100,7"
25 de agosto de 2021",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Jul),"0,7%","0,5%","0,6%"
25 de agosto de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-2,979M","-2,683M","-3,234M"
26 de agosto de 2021",12:30,  EUR,,Actas de la reunión de política monetaria del BCE  , , , 
26 de agosto de 2021",13:30,  USD,,PIB (Trimestral) (2T)  ,"6,6%","6,7%","6,5%"
26 de agosto de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,353K,350K,349K
27 de agosto de 2021",02:30,  AUD,,Ventas minoristas (Mensual) (Jul)  ,"-2,7%","-2,3%","-1,8%"
27 de agosto de 2021",13:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Jul),"0,3%","0,3%","0,5%"
27 de agosto de 2021",15:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
30 de agosto de 2021",13:00,  EUR,,IPC de Alemania (Anual) (Ago)  ,"3,9%","3,9%","3,8%"
30 de agosto de 2021",15:00,  USD,,Venta de viviendas pendientes (Mensual) (Jul),"-1,8%","0,4%","-2,0%"
31 de agosto de 2021",02:00,  CNY,,PMI manufacturero (Ago),"50,1","50,2","50,4"
31 de agosto de 2021",08:55,  EUR,,Cambio del desempleo en Alemania (Ago),-53K,-40K,-90K
31 de agosto de 2021",10:00,  EUR,,IPC en la zona euro (Anual) (Ago)  ,"3,0%","2,7%","2,2%"
31 de agosto de 2021",13:30,  CAD,,PIB (Mensual) (Jun),"0,7%","0,7%","-0,5%"
31 de agosto de 2021",15:00,  USD,,Confianza del consumidor de The Conference Board (Ago),"113,8","124,0","125,1"
1 de septiembre de 2021",02:30,  AUD,,PIB (Trimestral) (2T),"0,7%","0,5%","1,9%"
1 de septiembre de 2021",02:45,  CNY,,PMI manufacturero de Caixin (Ago),"49,2","50,2","50,3"
1 de septiembre de 2021",08:55,  EUR,,PMI manufacturero de Alemania (Ago),"62,6","62,7","65,9"
1 de septiembre de 2021",09:30,  GBP,,PMI manufacturero (Ago),"60,3","60,1","60,4"
1 de septiembre de 2021",13:15,  USD,,Cambio del empleo no agrícola ADP (Ago),374K,613K,326K
1 de septiembre de 2021",15:00,  USD,,PMI manufacturero del ISM (Ago),"59,9","58,6","59,5"
1 de septiembre de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-7,169M","-3,088M","-2,979M"
2 de septiembre de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,340K,345K,354K
3 de septiembre de 2021",02:30,  AUD,,Ventas minoristas (Mensual),"-2,7%","-2,7%","-1,8%"
3 de septiembre de 2021",09:30,  GBP,,PMI compuesto (Ago),"54,8","55,3","59,2"
3 de septiembre de 2021",09:30,  GBP,,PMI de servicios (Ago),"55,0","55,5","59,6"
3 de septiembre de 2021",13:30,  USD,,Nóminas no agrícolas (Ago),235K,750K,1.053K
3 de septiembre de 2021",13:30,  USD,,Tasa de desempleo (Ago),"5,2%","5,2%","5,4%"
3 de septiembre de 2021",15:00,  USD,,PMI no manufacturero del ISM (Ago),"61,7","61,5","64,1"
3 de septiembre de 2021",16:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
4 de septiembre de 2021",08:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
4 de septiembre de 2021",09:30,  GBP,,PMI del sector de la construcción (Ago),"55,2","56,9","58,7"
6 de septiembre de 2021",05:30,  AUD,,Decisión de tipos de interés (Sep),"0,10%","0,10%","0,10%"
6 de septiembre de 2021",05:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
6 de septiembre de 2021",10:00,  EUR,,Índice ZEW de confianza inversora en Alemania (Sep),"26,5","30,0","40,4"
7 de septiembre de 2021",00:50,  JPY,,PIB (Trimestral) (2T),"0,5%","0,4%","-0,9%"
7 de septiembre de 2021",15:00,  USD,,Encuesta JOLTs de ofertas de empleo (Jul),"10,934M","10,000M","10,185M"
7 de septiembre de 2021",15:00,  CAD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
7 de septiembre de 2021",15:00,  CAD,,PMI de Ivey (Ago),"66,0", ,"56,4"
7 de septiembre de 2021",15:15,  GBP,,Audiencia del Comité de Hacienda del Banco de Inglaterra, , , 
7 de septiembre de 2021",16:00,  GBP,,Comparecencia sobre el informe de inflación  , , , 
7 de septiembre de 2021",Aprox.,  CAD,,Rueda de prensa Banco de Canadá  , , , 
8 de septiembre de 2021",12:45,  EUR,,Tipo de la facilidad de depósito (Ago),"-0,50%","-0,50%","-0,50%"
8 de septiembre de 2021",12:45,  EUR,,Tipo de facilidad marginal de crédito del BCE,"0,25%", ,"0,25%"
8 de septiembre de 2021",12:45,  EUR,,Comunicado del BCE sobre política monetaria  , , , 
8 de septiembre de 2021",12:45,  EUR,,Decisión del BCE sobre tipos de interés (Ago),"0,00%","0,00%","0,00%"
8 de septiembre de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,310K,335K,345K
8 de septiembre de 2021",13:30,  EUR,,Rueda de prensa del BCE  , , , 
8 de septiembre de 2021",16:00,  USD,,Inventarios de petróleo crudo de la AIE,"-1,529M","-4,612M","-7,169M"
9 de septiembre de 2021",07:00,  GBP,,PIB (Mensual),"0,1%", ,"1,0%"
9 de septiembre de 2021",07:00,  GBP,,PIB (Anual),"7,5%", ,"22,2%"
9 de septiembre de 2021",07:00,  GBP,,Producción manufacturera (Mensual) (Jul),"0,0%","0,1%","0,2%"
9 de septiembre de 2021",07:00,  GBP,,PIB mensual a 3M / Evolución a 3M,"3,6%", ,"4,8%"
9 de septiembre de 2021",07:00,  EUR,,IPC de Alemania (Anual) (Ago),"3,9%","3,9%","3,8%"
9 de septiembre de 2021",10:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
9 de septiembre de 2021",13:30,  USD,,IPP (Mensual) (Ago),"0,7%","0,6%","1,0%"
9 de septiembre de 2021",13:30,  CAD,,Cambio del empleo (Ago),"90,2K","100,0K","94,0K"
9 de septiembre de 2021",14:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
10 de septiembre de 2021",07:00,  GBP,,"Ingresos medios de los trabajadores, bonus incluidos (Jul)","8,3%","8,2%","8,8%"
10 de septiembre de 2021",07:00,  GBP,,Evolución del desempleo (Ago),"-58,6K", ,"-48,9K"
10 de septiembre de 2021",13:30,  USD,,IPC subyacente (Mensual) (Ago),"0,1%","0,3%","0,3%"
10 de septiembre de 2021",13:30,  USD,,IPC (Mensual) (Ago),"0,3%","0,4%","0,5%"
10 de septiembre de 2021",13:30,  USD,,IPC (Anual) (Ago),"5,3%","5,3%","5,4%"
13 de septiembre de 2021",03:00,  CNY,,Índice de Producción Industrial (Anual) (Ago),"5,3%","5,8%","6,4%"
13 de septiembre de 2021",07:00,  GBP,,IPC (Anual) (Ago),"3,2%","2,9%","2,0%"
13 de septiembre de 2021",13:30,  CAD,,IPC subyacente (Mensual) (Ago),"0,2%", ,"0,6%"
13 de septiembre de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-6,422M","-3,544M","-1,529M"
13 de septiembre de 2021",23:45,  NZD,,PIB (Trimestral) (2T),"2,8%","1,3%","1,4%"
14 de septiembre de 2021",02:30,  AUD,,Cambio del empleo (Ago),"-146,3K","-90,0K","2,2K"
14 de septiembre de 2021",13:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
14 de septiembre de 2021",13:30,  USD,,Ventas minoristas subyacentes (Mensual) (Ago),"1,8%","-0,1%","-1,0%"
14 de septiembre de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,332K,330K,312K
14 de septiembre de 2021",13:30,  USD,,Índice manufacturero de la Fed de Filadelfia (Sep),"30,7","18,8","19,4"
14 de septiembre de 2021",13:30,  USD,,Ventas minoristas (Mensual) (Ago),"0,7%","-0,8%","-1,8%"
15 de septiembre de 2021",07:00,  GBP,,Ventas minoristas (Mensual) (Ago),"-0,9%","0,5%","-2,8%"
15 de septiembre de 2021",10:00,  EUR,,IPC en la zona euro (Anual) (Ago),"3,0%","3,0%","2,2%"
16 de septiembre de 2021",02:30,  AUD,,Actas de la reunión de política monetaria del Banco de la Reserva de Australia  , , , 
16 de septiembre de 2021",13:30,  USD,,Permisos de construcción (Ago),"1,728M","1,600M","1,630M"
16 de septiembre de 2021",15:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
17 de septiembre de 2021",02:30,  CNY,,Tasa de préstamo preferencial del PBoC,"3,85%", ,"3,85%"
17 de septiembre de 2021",03:00,  JPY,,Declaraciones de política monetaria del BoJ  , , , 
17 de septiembre de 2021",04:00,  JPY,,Rueda de prensa del Banco de Japón  , , , 
17 de septiembre de 2021",15:00,  USD,,Ventas de viviendas de segunda mano (Ago),"5,88M","5,89M","6,00M"
17 de septiembre de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"-3,481M","-2,440M","-6,422M"
17 de septiembre de 2021",19:00,  USD,,Proyecciones económicas del FOMC  , , , 
17 de septiembre de 2021",19:00,  USD,,Comunicado del FOMC  , , , 
17 de septiembre de 2021",19:00,  USD,,Decisión de tipos de interés,"0,25%","0,25%","0,25%"
17 de septiembre de 2021",19:30,  USD,,Rueda de prensa del FOMC  , , , 
18 de septiembre de 2021",08:30,  CHF,,Decisión de tipos de interés (3T),"-0,75%","-0,75%","-0,75%"
18 de septiembre de 2021",08:30,  CHF,,Evaluación de política monetaria del SNB  , , , 
18 de septiembre de 2021",08:30,  EUR,,PMI manufacturero de Alemania (Sep)  ,"58,5","61,5","62,6"
18 de septiembre de 2021",09:30,  GBP,,PMI compuesto  ,"54,1", ,"54,8"
18 de septiembre de 2021",09:30,  GBP,,PMI manufacturero  ,"56,3","59,0","60,3"
18 de septiembre de 2021",09:30,  GBP,,PMI de servicios  ,"54,6", ,"55,0"
18 de septiembre de 2021",12:00,  GBP,,Decisión de tipos de interés (Sep),"0,10%","0,10%","0,10%"
18 de septiembre de 2021",12:00,  GBP,,Actas de la reunión de política monetaria del Banco de Inglaterra  , , , 
18 de septiembre de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,351K,320K,335K
18 de septiembre de 2021",13:30,  CAD,,Ventas minoristas subyacentes (Mensual) (Jul),"-1,0%","-1,5%","4,7%"
20 de septiembre de 2021",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Sep),"98,8","98,9","99,6"
20 de septiembre de 2021",15:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
20 de septiembre de 2021",15:00,  USD,,Ventas de viviendas nuevas (Ago),740K,714K,729K
24 de septiembre de 2021",09:00,  EUR,,Índice Ifo de confianza empresarial en Alemania (Sep),"98,8","98,9","99,6"
24 de septiembre de 2021",15:00,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
24 de septiembre de 2021",15:00,  USD,,Ventas de viviendas nuevas (Ago),740K,714K,729K
27 de septiembre de 2021",12:45,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
27 de septiembre de 2021",13:30,  USD,,Pedidos de bienes duraderos (subyacente) (Mensual) (Ago),"0,2%","0,5%","0,8%"
27 de septiembre de 2021",16:00,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
28 de septiembre de 2021",02:30,  AUD,,Ventas minoristas (Mensual) (Ago)  ,"-1,7%","-2,5%","-2,7%"
28 de septiembre de 2021",12:00,  BRL,,Actas de la reunión del CMP del Banco Central de Brasil  , , , 
28 de septiembre de 2021",13:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
28 de septiembre de 2021",15:00,  USD,,Confianza del consumidor de The Conference Board (Sep),"109,3","114,5","115,2"
28 de septiembre de 2021",15:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
28 de septiembre de 2021",15:00,  USD,,Venta de viviendas pendientes (Mensual) (Ago),"8,1%","1,4%","-2,0%"
28 de septiembre de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"4,578M","-1,652M","-3,481M"
28 de septiembre de 2021",16:45,  GBP,,Comparecencia del gob Bailey del BoE  , , , 
28 de septiembre de 2021",16:45,  USD,,"Declaraciones Powell, presidente de la Fed  ", , , 
28 de septiembre de 2021",16:45,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
28 de septiembre de 2021",17:30,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
29 de septiembre de 2021",02:00,  CNY,,PMI manufacturero (Sep),"49,6","50,1","50,1"
29 de septiembre de 2021",02:45,  CNY,,PMI manufacturero de Caixin (Sep),"50,0","49,5","49,2"
29 de septiembre de 2021",07:00,  GBP,,PIB (Trimestral) (2T),"5,5%","4,8%","-1,6%"
29 de septiembre de 2021",07:00,  GBP,,PIB (Anual) (2T)  ,"23,6%","22,2%","-5,8%"
29 de septiembre de 2021",08:55,  EUR,,Cambio del desempleo en Alemania (Sep),-30K,-33K,-53K
29 de septiembre de 2021",13:00,  EUR,,IPC de Alemania (Anual) (Sep)  ,"4,1%","4,2%","3,9%"
29 de septiembre de 2021",13:30,  USD,,PIB (Trimestral) (2T),"6,7%","6,6%","6,6%"
29 de septiembre de 2021",13:30,  USD,,Nuevas peticiones de subsidio por desempleo,362K,335K,351K
29 de septiembre de 2021",15:00,  USD,,"Comparecencia de Powell, presidente de la Fed  ", , , 
30 de septiembre de 2021",00:50,  JPY,,Encuesta Tankan: grandes empresas manufactureras (3T),18,13,14
30 de septiembre de 2021",00:50,  JPY,,Encuesta Tankan: grandes empresas no manufactureras (3T),2,3,1
30 de septiembre de 2021",08:55,  EUR,,PMI manufacturero de Alemania (Sep),"58,4","58,5","62,6"
30 de septiembre de 2021",09:30,  GBP,,PMI manufacturero (Sep),"57,1","56,3","60,3"
30 de septiembre de 2021",10:00,  EUR,,IPC en la zona euro (Anual) (Sep)  ,"3,4%","3,3%","3,0%"
30 de septiembre de 2021",13:30,  USD,,Precios del gasto en consumo personal subyacente (Mensual) (Ago),"0,3%","0,2%","0,3%"
30 de septiembre de 2021",13:30,  CAD,,PIB (Mensual) (Jul),"-0,1%","-0,2%","0,6%"
30 de septiembre de 2021",15:00,  USD,,PMI manufacturero del ISM (Sep),"61,1","59,6","59,9"
1 de octubre de 2021",01:30,  AUD,,Ventas minoristas (Mensual),"-1,7%","-1,7%","-2,7%"
1 de octubre de 2021",04:30,  AUD,,Decisión de tipos de interés (Oct),"0,10%","0,10%","0,10%"
1 de octubre de 2021",04:30,  AUD,,Comunicado sobre tipos del RBA  , , , 
1 de octubre de 2021",09:30,  GBP,,PMI compuesto (Sep),"54,9","54,1","54,8"
1 de octubre de 2021",09:30,  GBP,,PMI de servicios (Sep),"55,4","54,6","55,0"
1 de octubre de 2021",15:00,  USD,,PMI no manufacturero del ISM (Sep),"61,9","60,0","61,7"
1 de octubre de 2021",16:00,  EUR,,"Comparecencia de Lagarde, presidenta del BCE  ", , , 
4 de octubre de 2021",02:00,  NZD,,Decisión de tipos de interés,"0,50%","0,50%","0,25%"
4 de octubre de 2021",02:00,  NZD,,Anuncio de tipos de interés del Banco de la Reserva de Nueva Zelanda  , , , 
4 de octubre de 2021",09:30,  GBP,,PMI del sector de la construcción (Sep),"52,6","54,0","55,2"
4 de octubre de 2021",13:15,  USD,,Cambio del empleo no agrícola ADP (Sep),568K,428K,340K
4 de octubre de 2021",15:30,  USD,,Inventarios de petróleo crudo de la AIE,"2,346M","-0,418M","4,578M"
